,lat.x,long.x,soil.depth.upper
954,42.816667,-93.283333,30
955,42.816667,-93.283333,60
956,42.816667,-93.283333,60
957,42.983333,-92.9,0
958,42.983333,-92.9,0
959,42.983333,-92.9,15
960,42.983333,-92.9,15
961,42.983333,-92.9,30
962,42.983333,-92.9,30
963,42.983333,-92.9,60
964,42.983333,-92.9,60
965,-37.25,-64.25,0
966,-37.25,-64.25,0
967,-37.25,-64.25,0
968,-37.25,-64.25,0
969,-37.25,-64.25,10
970,-37.25,-64.25,10
971,-37.25,-64.25,10
972,-37.25,-64.25,10
973,37.266667,46.45,0
974,37.266667,46.45,0
975,37.266667,46.45,0
976,41.2,-96.5,0
977,41.2,-96.5,5
978,41.2,-96.5,0
979,41.2,-96.5,5
980,-24.798056,-49.961944,0
981,-24.798056,-49.961944,0
982,-24.798056,-49.961944,0
983,-24.798056,-49.961944,0
984,43.633333,-80.416667,0
985,43.633333,-80.416667,10
986,43.633333,-80.416667,20
987,43.633333,-80.416667,0
988,43.633333,-80.416667,10
989,43.633333,-80.416667,20
990,-24.532844,-54.020022,0
991,-24.532844,-54.020022,0
992,-24.532844,-54.020022,5
993,-24.532844,-54.020022,5
994,-24.532844,-54.020022,10
995,-24.532844,-54.020022,10
996,-32.712403,-62.096131,0
997,-32.712403,-62.096131,0
998,-32.712403,-62.096131,0
999,-32.712403,-62.096131,0
1000,-32.712403,-62.096131,10
1001,-32.712403,-62.096131,10
1002,-32.712403,-62.096131,10
1003,-32.712403,-62.096131,10
1004,-37.7525,-58.313333,0
1005,-37.7525,-58.313333,0
1006,-37.7525,-58.313333,0
1007,-37.7525,-58.313333,0
1008,-37.7525,-58.313333,5
1009,-37.7525,-58.313333,5
1010,-37.7525,-58.313333,5
1011,-37.7525,-58.313333,5
1012,-32.533333,-60.85,0
1013,-32.533333,-60.85,0
1014,-32.533333,-60.85,0
1015,-32.533333,-60.85,0
1016,-32.533333,-60.85,5
1017,-32.533333,-60.85,5
1018,-32.533333,-60.85,5
1019,-32.533333,-60.85,5
1020,-19.433333,-44.166667,0
1021,-19.433333,-44.166667,7.5
1022,-19.433333,-44.166667,0
1023,-19.433333,-44.166667,7.5
1024,49.778213,6.597268,0
1025,49.778213,6.597268,0
1026,49.778213,6.597268,0
1027,49.778213,6.597268,0
1028,49.778213,6.597268,0
1029,49.778213,6.597268,0
1030,-25.015,-50.151944,0
1031,-25.015,-50.151944,0
1032,-25.015,-50.151944,0
1033,-25.015,-50.151944,2.5
1034,-25.015,-50.151944,2.5
1035,-25.015,-50.151944,2.5
1036,-25.015,-50.151944,5
1037,-25.015,-50.151944,5
1038,-25.015,-50.151944,5
1039,-25.015,-50.151944,10
1040,-25.015,-50.151944,10
1041,-25.015,-50.151944,10
1042,-25.015,-50.151944,20
1043,-25.015,-50.151944,20
1044,-25.015,-50.151944,20
1045,48.55,-104.833333,0
1046,48.55,-104.833333,0
1047,48.55,-104.833333,0
1048,48.55,-104.833333,0
1049,48.55,-104.833333,0
1050,48.55,-104.833333,5
1051,48.55,-104.833333,5
1052,48.55,-104.833333,5
1053,48.55,-104.833333,5
1054,48.55,-104.833333,5
1055,48.8,-110.016667,0
1056,48.8,-110.016667,0
1057,48.8,-110.016667,0
1058,48.8,-110.016667,0
1059,48.8,-110.016667,0
1060,48.8,-110.016667,0
1061,48.8,-110.016667,0
1062,48.8,-110.016667,0
1063,48.8,-110.016667,0
1064,48.8,-110.016667,0
1065,48.8,-110.016667,5
1066,48.8,-110.016667,5
1067,48.8,-110.016667,5
1068,48.8,-110.016667,5
1069,48.8,-110.016667,5
1070,48.8,-110.016667,5
1071,48.8,-110.016667,5
1072,48.8,-110.016667,5
1073,48.8,-110.016667,5
1074,48.8,-110.016667,5
1075,47.766667,-104.266667,0
1076,47.766667,-104.266667,0
1077,47.766667,-104.266667,0
1078,47.766667,-104.266667,0
1079,47.766667,-104.266667,5
1080,47.766667,-104.266667,5
1081,47.766667,-104.266667,5
1082,47.766667,-104.266667,5
1083,47.766667,-104.266667,10
1084,47.766667,-104.266667,10
1085,47.766667,-104.266667,10
1086,47.766667,-104.266667,10
1087,32.5538,-83.8874,0
1088,32.5538,-83.8874,0
1089,32.5538,-83.8874,0
1090,32.5538,-83.8874,0
1091,-33.85,-60.666667,0
1092,-33.85,-60.666667,5
1093,-33.85,-60.666667,10
1094,-33.85,-60.666667,20
1095,-33.85,-60.666667,0
1096,-33.85,-60.666667,5
1097,-33.85,-60.666667,10
1098,-33.85,-60.666667,20
1099,-32.35,-58.033333,0
1100,-32.35,-58.033333,0
1101,-32.35,-58.033333,0
1102,-32.35,-58.033333,0
1103,46.733333,-71.516667,0
1104,46.733333,-71.516667,0
1105,46.733333,-71.516667,0
1106,46.733333,-71.516667,0
1107,-15.65,-47.733333,0
1108,-15.65,-47.733333,0
1109,-15.65,-47.733333,0
1110,37.5274,-79.6798,0
1111,37.5274,-79.6798,0
1112,37.5274,-79.6798,0
1113,37.5274,-79.6798,0
1114,37.5274,-79.6798,0
1115,37.5274,-79.6798,0
1116,40.37,-103.13,0
1117,40.37,-103.13,0
1118,39.18,-102.26,0
1119,39.18,-102.26,0
1120,37.23,-102.17,0
1121,37.23,-102.17,0
1122,44.05,-93.516667,0
1123,44.05,-93.516667,0
1124,44.05,-93.516667,0
1125,44.05,-93.516667,5
1126,44.05,-93.516667,5
1127,44.05,-93.516667,5
1128,44.05,-93.516667,15
1129,44.05,-93.516667,15
1130,44.05,-93.516667,15
1131,44.05,-93.516667,30
1132,44.05,-93.516667,30
1133,44.05,-93.516667,30
1134,49.705,-112.775,0
1135,49.705,-112.775,0
1136,49.705,-112.775,0
1137,49.705,-112.775,0
1138,49.705,-112.775,0
1139,49.705,-112.775,0
1140,49.705,-112.775,7.5
1141,49.705,-112.775,7.5
1142,49.705,-112.775,7.5
1143,49.705,-112.775,7.5
1144,49.705,-112.775,7.5
1145,49.705,-112.775,7.5
1146,-28.2,152.1,0
1147,-28.2,152.1,0
1148,-28.2,152.1,10
1149,-28.2,152.1,10
1150,-28.2,152.1,20
1151,-28.2,152.1,20
1152,58.383333,-116.033333,0
1153,58.383333,-116.033333,0
1154,58.383333,-116.033333,0
1155,58.383333,-116.033333,0
1156,58.383333,-116.033333,0
1157,58.383333,-116.033333,0
1158,39.03,-76.9,0
1159,39.03,-76.9,0
1160,39.03,-76.9,0
1161,39.03,-76.9,0
1162,39.03,-76.9,0
1163,-34.158889,19.908333,5
1164,-34.158889,19.908333,5
1165,-33.26,-54.490556,0
1166,-33.26,-54.490556,0
1167,-37.7525,-58.313333,0
1168,-37.7525,-58.313333,0
1169,-37.7525,-58.313333,0
1170,-37.7525,-58.313333,0
1171,-37.7525,-58.313333,5
1172,-37.7525,-58.313333,5
1173,-37.7525,-58.313333,5
1174,-37.7525,-58.313333,5
1175,-30.1,-51.666667,0
1176,-30.1,-51.666667,0
1177,-30.1,-51.666667,0
1178,-30.1,-51.666667,20
1179,-30.1,-51.666667,20
1180,-30.1,-51.666667,20
1181,-30.1,-51.666667,75
1182,-30.1,-51.666667,75
1183,-30.1,-51.666667,75
1184,47.882778,-2.733056,0
1185,47.882778,-2.733056,5
1186,47.882778,-2.733056,15
1187,47.882778,-2.733056,20
1188,47.882778,-2.733056,0
1189,47.882778,-2.733056,5
1190,47.882778,-2.733056,15
1191,47.882778,-2.733056,20
1192,47.882778,-2.733056,0
1193,47.882778,-2.733056,5
1194,47.882778,-2.733056,15
1195,47.882778,-2.733056,20
1196,42.455278,-1.686111,0
1197,42.455278,-1.686111,0
1198,42.455278,-1.686111,5
1199,42.455278,-1.686111,5
1200,42.455278,-1.686111,15
1201,42.455278,-1.686111,15
1202,-25.009722,-50.154444,0
1203,-25.009722,-50.154444,0
1204,-25.009722,-50.154444,0
1205,-25.009722,-50.154444,0
1206,-25.009722,-50.154444,0
1207,-25.009722,-50.154444,0
1208,-25.009722,-50.154444,5
1209,-25.009722,-50.154444,5
1210,-25.009722,-50.154444,5
1211,-25.009722,-50.154444,5
1212,-25.009722,-50.154444,5
1213,-25.009722,-50.154444,5
1214,-25.009722,-50.154444,10
1215,-25.009722,-50.154444,10
1216,-25.009722,-50.154444,10
1217,-25.009722,-50.154444,10
1218,-25.009722,-50.154444,10
1219,-25.009722,-50.154444,10
1220,-37.75,-58.3,0
1221,-37.75,-58.3,0
1222,-37.75,-58.3,5
1223,-37.75,-58.3,5
1224,42.866927,-81.701862,0
1225,42.866927,-81.701862,5
1226,42.866927,-81.701862,10
1227,42.866927,-81.701862,20
1228,42.866927,-81.701862,0
1229,42.866927,-81.701862,5
1230,42.866927,-81.701862,10
1231,42.866927,-81.701862,20
1232,35.2,107.733333,0
1233,35.2,107.733333,0
1234,35.2,107.733333,0
1235,35.2,107.733333,0
1236,35.2,107.733333,10
1237,35.2,107.733333,10
1238,35.2,107.733333,10
1239,35.2,107.733333,10
1240,-36.516667,-71.9,0
1241,-36.516667,-71.9,0
1242,-36.516667,-71.9,0
1243,-36.516667,-71.9,0
1244,-36.516667,-71.9,0
1245,-36.516667,-71.9,0
1246,-37.15,-72.033333,0
1247,-37.15,-72.033333,0
1248,-37.15,-72.033333,0
1249,-37.15,-72.033333,0
1250,-37.15,-72.033333,0
