,lat.x,long.x,soil.depth.upper
574,47.35,-70.033333,0
575,47.35,-70.033333,0
576,47.35,-70.033333,10
577,47.35,-70.033333,10
578,47.35,-70.033333,20
579,47.35,-70.033333,20
580,47.35,-70.033333,30
581,47.35,-70.033333,30
582,47.35,-70.033333,40
583,47.35,-70.033333,40
584,45.366667,-75.716667,0
585,45.366667,-75.716667,0
586,45.366667,-75.716667,10
587,45.366667,-75.716667,10
588,45.366667,-75.716667,20
589,45.366667,-75.716667,20
590,45.366667,-75.716667,30
591,45.366667,-75.716667,30
592,45.366667,-75.716667,40
593,45.366667,-75.716667,40
594,42.216667,-82.733333,0
595,42.216667,-82.733333,0
596,42.216667,-82.733333,10
597,42.216667,-82.733333,10
598,42.216667,-82.733333,20
599,42.216667,-82.733333,20
600,42.216667,-82.733333,30
601,42.216667,-82.733333,30
602,42.216667,-82.733333,40
603,42.216667,-82.733333,40
604,44.8831,-68.6719,0
605,44.8831,-68.6719,0
606,44.8831,-68.6719,0
607,44.8831,-68.6719,0
608,46.6812,-68.0159,0
609,46.6812,-68.0159,0
610,46.6812,-68.0159,0
611,46.6812,-68.0159,0
612,46.6812,-68.0159,0
613,46.6812,-68.0159,0
614,40.8,-82,0
615,41,-84,0
616,42.3,-85.5,0
617,40.8,-82,0
618,41,-84,0
619,42.3,-85.5,0
620,39.379677,-5.388839,0
621,39.379677,-5.388839,0
622,39.379677,-5.388839,5
623,39.379677,-5.388839,5
624,39.379677,-5.388839,10
625,39.379677,-5.388839,10
626,43.5,124.8,0
627,43.5,124.8,0
628,37.4356,-88.6719,0
629,37.4356,-88.6719,0
630,37.4356,-88.6719,0
631,37.4356,-88.6719,5
632,37.4356,-88.6719,5
633,37.4356,-88.6719,5
634,35.96079854,-83.85541618,0
635,35.96079854,-83.85541618,0
636,35.96079854,-83.85541618,0
637,35.96079854,-83.85541618,0
638,35.96079854,-83.85541618,0
639,50.5334,-103.6699,0
640,50.5334,-103.6699,0
641,50.5334,-103.6699,0
642,50.5334,-103.6699,0
643,50.5334,-103.6699,0
644,52.8608,-104.6143,0
645,52.8608,-104.6143,0
646,52.8608,-104.6143,0
647,52.8608,-104.6143,0
648,52.8608,-104.6143,0
649,52.3657,-108.8288,0
650,52.3657,-108.8288,0
651,52.3657,-108.8288,0
652,52.3657,-108.8288,0
653,52.3657,-108.8288,0
654,50.8,3.416667,0
655,50.8,3.416667,0
656,50.633333,4.566667,0
657,50.633333,4.566667,0
658,37.6,116.35,0
659,37.6,116.35,0
660,37.6,116.35,5
661,37.6,116.35,5
662,40.062778,-88.196111,0
663,40.062778,-88.196111,10
664,40.062778,-88.196111,0
665,40.062778,-88.196111,10
666,40.062778,-88.196111,0
667,40.062778,-88.196111,10
668,40.041389,-83.049722,0
669,40.041389,-83.049722,0
670,40.041389,-83.049722,10
671,40.041389,-83.049722,10
672,40.041389,-83.049722,20
673,40.041389,-83.049722,20
674,40.041389,-83.049722,40
675,40.041389,-83.049722,40
676,29.989167,115.614722,0
677,29.989167,115.614722,0
678,29.989167,115.614722,20
679,29.989167,115.614722,20
680,40.533333,-3.333333,0
681,40.533333,-3.333333,0
682,40.533333,-3.333333,0
683,40.533333,-3.333333,7.5
684,40.533333,-3.333333,7.5
685,40.533333,-3.333333,7.5
686,49.7,-112.783333,0
687,49.7,-112.783333,0
688,49.7,-112.783333,0
689,49.7,-112.783333,0
690,49.7,-112.783333,0
691,49.7,-112.783333,0
692,49.7,-112.783333,0
693,49.7,-112.783333,0
694,49.7,-112.783333,0
695,42.016667,-93.783333,0
696,42.016667,-93.783333,0
697,42.016667,-93.783333,0
698,42.016667,-93.783333,10
699,42.016667,-93.783333,10
700,42.016667,-93.783333,10
701,53.089,-114.442,5
702,53.089,-114.442,5
703,49.705,-112.775,5
704,49.705,-112.775,5
705,-17.352,-51.49102,0
706,-17.36423,-51.47665,0
707,-17.352,-51.49102,5
708,-17.36423,-51.47665,5
709,-17.352,-51.49102,10
710,-17.36423,-51.47665,10
711,-17.352,-51.49102,20
712,-17.36423,-51.47665,20
713,52.9824,-105.4321,0
714,52.9824,-105.4321,5
715,52.9824,-105.4321,10
716,52.9824,-105.4321,0
717,52.9824,-105.4321,5
718,52.9824,-105.4321,10
719,52.866667,-104.333333,0
720,52.866667,-104.333333,5
721,52.866667,-104.333333,10
722,52.866667,-104.333333,0
723,52.866667,-104.333333,5
724,52.866667,-104.333333,10
725,47.35,-70.033333,0
726,47.35,-70.033333,0
727,47.35,-70.033333,0
728,47.35,-70.033333,10
729,47.35,-70.033333,10
730,47.35,-70.033333,10
731,52.866667,-104.333333,0
732,52.866667,-104.333333,5
733,52.866667,-104.333333,10
734,52.866667,-104.333333,0
735,52.866667,-104.333333,5
736,52.866667,-104.333333,10
737,53.416667,-113.55,0
738,53.416667,-113.55,7.5
739,53.416667,-113.55,0
740,53.416667,-113.55,7.5
741,53.416667,-113.55,0
742,53.416667,-113.55,5
743,53.416667,-113.55,10
744,53.416667,-113.55,0
745,53.416667,-113.55,5
746,53.416667,-113.55,10
747,-37.7525,-58.313333,0
748,-37.7525,-58.313333,5
749,-37.7525,-58.313333,0
750,-37.7525,-58.313333,5
751,-38.118333,-62.038056,0
752,-38.118333,-62.038056,5
753,-38.118333,-62.038056,10
754,-38.118333,-62.038056,0
755,-38.118333,-62.038056,5
756,-38.118333,-62.038056,10
757,-33.25,-61.55,0
758,-33.25,-61.55,0
759,-33.25,-61.55,0
760,-33.25,-61.55,5
761,-33.25,-61.55,5
762,-33.25,-61.55,5
763,-33.25,-61.55,10
764,-33.25,-61.55,10
765,-33.25,-61.55,10
766,-33.25,-61.55,15
767,-33.25,-61.55,15
768,-33.25,-61.55,15
769,-37.75,-58.3,0
770,-37.75,-58.3,0
771,-37.75,-58.3,0
772,-37.75,-58.3,5
773,-37.75,-58.3,5
774,-37.75,-58.3,5
775,-37.75,-58.3,10
776,-37.75,-58.3,10
777,-37.75,-58.3,10
778,-37.75,-58.3,15
779,-37.75,-58.3,15
780,-37.75,-58.3,15
781,-31.620278,-52.588889,0
782,-31.620278,-52.588889,0
783,-31.620278,-52.588889,0
784,39.65,-89.133333,0
785,39.65,-89.133333,5
786,39.65,-89.133333,10
787,39.65,-89.133333,15
788,39.65,-89.133333,0
789,39.65,-89.133333,5
790,39.65,-89.133333,10
791,39.65,-89.133333,15
792,36.866667,115.016667,0
793,36.866667,115.016667,0
794,40.15,-103.15,0
795,40.15,-103.15,0
796,40.15,-103.15,0
797,40.15,-103.15,5
798,40.15,-103.15,5
799,40.15,-103.15,5
800,40.15,-103.15,10
801,40.15,-103.15,10
802,40.15,-103.15,10
803,28.633333,77.166667,0
804,28.633333,77.166667,0
805,34.691667,-86.890278,0
806,34.691667,-86.890278,0
807,34.691667,-86.890278,0
808,34.691667,-86.890278,0
809,34.691667,-86.890278,0
810,34.691667,-86.890278,0
811,34.691667,-86.890278,0
812,34.691667,-86.890278,3
813,34.691667,-86.890278,3
814,34.691667,-86.890278,3
815,34.691667,-86.890278,3
816,34.691667,-86.890278,3
817,34.691667,-86.890278,3
818,34.691667,-86.890278,3
819,33,-9.366667,0
820,33,-9.366667,0
821,33,-9.366667,0
822,33,-9.366667,0
823,33,-9.366667,0
824,33,-9.366667,2.5
825,33,-9.366667,2.5
826,33,-9.366667,2.5
827,33,-9.366667,2.5
828,33,-9.366667,2.5
829,33,-9.366667,7
830,33,-9.366667,7
831,33,-9.366667,7
832,33,-9.366667,7
833,33,-9.366667,7
834,-17,31.716667,0
835,-17,31.716667,0
836,-17,31.716667,0
837,-17.7,31.733333,0
838,-17.7,31.733333,0
839,-17.7,31.733333,0
840,42.083333,-80.05,0
841,42.083333,-80.05,0
842,-16.45,-49.283333,0
843,-16.45,-49.283333,0
844,-16.45,-49.283333,0
845,-16.45,-49.283333,5
846,-16.45,-49.283333,5
847,-16.45,-49.283333,5
848,-16.45,-49.283333,10
849,-16.45,-49.283333,10
850,-16.45,-49.283333,10
851,-15.6,-47.7,0
852,-15.6,-47.7,0
853,-15.6,-47.7,0
854,-19.583333,31.233333,0
855,-19.583333,31.233333,0
856,-19.583333,31.233333,0
857,-19.583333,31.233333,5
858,-19.583333,31.233333,5
859,-19.583333,31.233333,5
860,-19.583333,31.233333,10
861,-19.583333,31.233333,10
862,-19.583333,31.233333,10
863,42.017584,-93.76448,0
864,42.017584,-93.76448,0
865,42.017584,-93.76448,0
866,42.017584,-93.76448,5
867,42.017584,-93.76448,5
868,42.017584,-93.76448,5
869,-37.5,-58.3,0
870,-37.5,-58.3,5
871,-37.5,-58.3,15
872,-37.5,-58.3,30
873,-37.5,-58.3,60
874,-37.5,-58.3,0
875,-37.5,-58.3,5
876,-37.5,-58.3,15
877,-37.5,-58.3,30
878,-37.5,-58.3,60
879,-30.166667,149.666667,0
880,-30.166667,149.666667,15
881,-30.166667,149.666667,30
882,-30.166667,149.666667,50
883,-30.166667,149.666667,70
884,-30.166667,149.666667,0
885,-30.166667,149.666667,15
886,-30.166667,149.666667,30
887,-30.166667,149.666667,50
888,-30.166667,149.666667,70
889,-30.166667,149.666667,0
890,-30.166667,149.666667,15
891,-30.166667,149.666667,30
892,-30.166667,149.666667,50
893,-30.166667,149.666667,70
894,-30.166667,149.666667,0
895,-30.166667,149.666667,15
896,-30.166667,149.666667,30
897,-30.166667,149.666667,50
898,-30.166667,149.666667,70
899,-30.166667,149.666667,0
900,-30.166667,149.666667,15
901,-30.166667,149.666667,30
902,-30.166667,149.666667,50
903,-30.166667,149.666667,70
904,-30.166667,149.666667,0
905,-30.166667,149.666667,15
906,-30.166667,149.666667,30
907,-30.166667,149.666667,50
908,-30.166667,149.666667,70
909,41.8,1.116667,0
910,41.8,1.116667,0
911,41.8,1.116667,0
912,50.2851,-107.7972,0
913,50.2851,-107.7972,0
914,-24.532778,-54.019444,0
915,-24.532778,-54.019444,0
916,-24.532778,-54.019444,0
917,-24.532778,-54.019444,0
918,-24.532778,-54.019444,0
919,-24.532778,-54.019444,0
920,-24.532778,-54.019444,5
921,-24.532778,-54.019444,5
922,-24.532778,-54.019444,5
923,-24.532778,-54.019444,5
924,-24.532778,-54.019444,5
925,-24.532778,-54.019444,5
926,-24.532778,-54.019444,10
927,-24.532778,-54.019444,10
928,-24.532778,-54.019444,10
929,-24.532778,-54.019444,10
930,-24.532778,-54.019444,10
931,-24.532778,-54.019444,10
932,-22.426,-43.4223,0
933,-22.426,-43.4223,0
934,-22.426,-43.4223,0
935,-22.426,-43.4223,5
936,-22.426,-43.4223,5
937,-22.426,-43.4223,5
938,-24.798056,-49.961667,0
939,-24.798056,-49.961667,0
940,-24.798056,-49.961667,0
941,-24.798056,-49.961667,5
942,-24.798056,-49.961667,5
943,-24.798056,-49.961667,5
944,-24.798056,-49.961667,10
945,-24.798056,-49.961667,10
946,-24.798056,-49.961667,10
947,40.05,-4.416667,0
948,40.05,-4.416667,0
949,42.816667,-93.283333,0
950,42.816667,-93.283333,0
951,42.816667,-93.283333,15
952,42.816667,-93.283333,15
953,42.816667,-93.283333,30
